annotation_id,annotator,created_at,id,label,lead_time,text,updated_at,entity
242,1,2026-04-20T14:48:53.159692Z,242,"[{""start"":0,""end"":6,""text"":""Google"",""labels"":[""ORGANIZATION""]},{""start"":20,""end"":26,""text"":""Berlin"",""labels"":[""LOCATION""]},{""start"":62,""end"":68,""text"":""Africa"",""labels"":[""LOCATION""]},{""start"":72,""end"":76,""text"":""2024"",""labels"":[""DATE""]}]",29.37,Google announced in Berlin that it would expand operations in Africa in 2024.,2026-04-20T14:48:53.159692Z,
243,1,2026-04-20T14:49:25.814912Z,243,"[{""start"":0,""end"":12,""text"":""Barack Obama"",""labels"":[""PERSON""]},{""start"":21,""end"":28,""text"":""Nairobi"",""labels"":[""LOCATION""]},{""start"":72,""end"":86,""text"":""United Nations"",""labels"":[""ORGANIZATION""]},{""start"":90,""end"":96,""text"":""Friday"",""labels"":[""DATE""]}]",28.475,Barack Obama visited Nairobi and spoke at a conference organized by the United Nations on Friday.,2026-04-20T14:49:25.814912Z,
244,1,2026-04-20T14:50:07.339712Z,244,"[{""start"":0,""end"":9,""text"":""Microsoft"",""labels"":[""ORGANIZATION""]},{""start"":14,""end"":20,""text"":""Amazon"",""labels"":[""ORGANIZATION""]},{""start"":38,""end"":44,""text"":""London"",""labels"":[""LOCATION""]},{""start"":45,""end"":54,""text"":""last week"",""labels"":[""DATE""]},{""start"":58,""end"":62,""text"":""3 PM"",""labels"":[""TIME""]}]",38.517,Microsoft and Amazon signed a deal in London last week at 3 PM.,2026-04-20T14:50:07.339712Z,
245,1,2026-04-20T14:50:38.425256Z,245,"[{""start"":0,""end"":14,""text"":""Serena William"",""labels"":[""PERSON""]},{""start"":27,""end"":35,""text"":""New York"",""labels"":[""LOCATION""]},{""start"":56,""end"":61,""text"":""Tokyo"",""labels"":[""LOCATION""]},{""start"":65,""end"":69,""text"":""June"",""labels"":[""DATE""]}]",27.625,Serena Williams trained in New York before traveling to Tokyo in June.,2026-04-20T14:50:38.425256Z,
246,1,2026-04-20T14:51:10.841260Z,246,"[{""start"":4,""end"":14,""text"":""World Bank"",""labels"":[""ORGANIZATION""]},{""start"":48,""end"":56,""text"":""Tanzania"",""labels"":[""LOCATION""]},{""start"":61,""end"":66,""text"":""Kenya"",""labels"":[""LOCATION""]},{""start"":67,""end"":76,""text"":""this year"",""labels"":[""DATE""]}]",29.714,The World Bank approved funding for projects in Tanzania and Kenya this year.,2026-04-20T14:51:10.841260Z,
247,1,2026-04-20T14:51:42.238115Z,247,"[{""start"":0,""end"":17,""text"":""Cristiano Ronaldo"",""labels"":[""PERSON""]},{""start"":39,""end"":51,""text"":""Saudi Arabia"",""labels"":[""LOCATION""]},{""start"":63,""end"":70,""text"":""evening"",""labels"":[""TIME""]},{""start"":74,""end"":80,""text"":""Sunday"",""labels"":[""DATE""]}]",28.521,Cristiano Ronaldo played for a club in Saudi Arabia during the evening on Sunday.,2026-04-20T14:51:42.238115Z,
248,1,2026-04-20T14:52:18.203001Z,248,"[{""start"":0,""end"":3,""text"":""IBM"",""labels"":[""ORGANIZATION""]},{""start"":30,""end"":35,""text"":""Dubai"",""labels"":[""LOCATION""]},{""start"":59,""end"":73,""text"":""European Union"",""labels"":[""ORGANIZATION""]},{""start"":86,""end"":94,""text"":""March 10"",""labels"":[""DATE""]}]",32.962,IBM hosted a global summit in Dubai where leaders from the European Union attended on March 10.,2026-04-20T14:52:18.203001Z,
249,1,2026-04-20T14:52:51.230135Z,249,"[{""start"":0,""end"":13,""text"":""Angela Merkel"",""labels"":[""PERSON""]},{""start"":37,""end"":50,""text"":""African Union"",""labels"":[""ORGANIZATION""]},{""start"":54,""end"":65,""text"":""Addis Ababa"",""labels"":[""LOCATION""]},{""start"":66,""end"":76,""text"":""last month"",""labels"":[""DATE""]}]",25.398,Angela Merkel met officials from the African Union in Addis Ababa last month.,2026-04-20T14:52:51.230135Z,
250,1,2026-04-20T14:53:15.193041Z,250,"[{""start"":0,""end"":7,""text"":""Netflix"",""labels"":[""ORGANIZATION""]},{""start"":34,""end"":40,""text"":""Canada"",""labels"":[""LOCATION""]},{""start"":51,""end"":60,""text"":""Elon Musk"",""labels"":[""PERSON""]}]",20.971,Netflix released a documentary in Canada featuring Elon Musk and other leaders.,2026-04-20T14:53:15.193041Z,
251,1,2026-04-20T14:53:46.749432Z,251,"[{""start"":4,""end"":18,""text"":""United Nations"",""labels"":[""ORGANIZATION""]},{""start"":44,""end"":52,""text"":""New York"",""labels"":[""LOCATION""]},{""start"":56,""end"":68,""text"":""September 20"",""labels"":[""DATE""]},{""start"":72,""end"":76,""text"":""noon"",""labels"":[""TIME""]}]",28.218,The United Nations held a climate summit in New York on September 20 at noon.,2026-04-20T14:53:46.749432Z,
252,1,2026-04-20T14:54:21.562919Z,252,"[{""start"":0,""end"":7,""text"":""Jack Ma"",""labels"":[""PERSON""]},{""start"":17,""end"":25,""text"":""Shanghai"",""labels"":[""LOCATION""]},{""start"":52,""end"":61,""text"":""Singapore"",""labels"":[""LOCATION""]},{""start"":65,""end"":69,""text"":""2020"",""labels"":[""DATE""]}]",30.873,Jack Ma spoke in Shanghai about investments made in Singapore in 2020.,2026-04-20T14:54:21.562919Z,
253,1,2026-04-20T14:54:52.052892Z,253,"[{""start"":0,""end"":7,""text"":""Samsung"",""labels"":[""ORGANIZATION""]},{""start"":38,""end"":49,""text"":""South Korea"",""labels"":[""LOCATION""]},{""start"":54,""end"":59,""text"":""Japan"",""labels"":[""LOCATION""]},{""start"":68,""end"":77,""text"":""this year"",""labels"":[""DATE""]}]",27.608,Samsung launched its latest device in South Korea and Japan earlier this year.,2026-04-20T14:54:52.052892Z,
254,1,2026-04-20T14:55:18.358292Z,254,"[{""start"":4,""end"":13,""text"":""Red Cross"",""labels"":[""ORGANIZATION""]},{""start"":40,""end"":45,""text"":""Sudan"",""labels"":[""LOCATION""]},{""start"":62,""end"":66,""text"":""July"",""labels"":[""DATE""]}]",23.368,The Red Cross provided emergency aid in Sudan after floods in July.,2026-04-20T14:55:18.358292Z,
255,1,2026-04-20T14:55:55.421829Z,255,"[{""start"":0,""end"":13,""text"":""Oprah Winfrey"",""labels"":[""PERSON""]},{""start"":26,""end"":38,""text"":""Barack Obama"",""labels"":[""PERSON""]},{""start"":42,""end"":49,""text"":""Chicago"",""labels"":[""LOCATION""]},{""start"":53,""end"":60,""text"":""Tuesday"",""labels"":[""DATE""]},{""start"":61,""end"":68,""text"":""evening"",""labels"":[""TIME""]}]",33.968,Oprah Winfrey interviewed Barack Obama in Chicago on Tuesday evening.,2026-04-20T14:55:55.421829Z,
256,1,2026-04-20T14:56:25.021099Z,256,"[{""start"":0,""end"":7,""text"":""Twitter"",""labels"":[""ORGANIZATION""]},{""start"":29,""end"":42,""text"":""San Francisco"",""labels"":[""LOCATION""]},{""start"":49,""end"":55,""text"":""Google"",""labels"":[""ORGANIZATION""]},{""start"":77,""end"":83,""text"":""Zurich"",""labels"":[""LOCATION""]}]",26.535,Twitter announced updates in San Francisco while Google held a conference in Zurich.,2026-04-20T14:56:25.022092Z,
257,1,2026-04-20T14:57:25.835378Z,257,"[{""start"":0,""end"":7,""text"":""Alibaba"",""labels"":[""ORGANIZATION""]},{""start"":33,""end"":39,""text"":""Europe"",""labels"":[""LOCATION""]},{""start"":44,""end"":50,""text"":""Africa"",""labels"":[""LOCATION""]},{""start"":58,""end"":62,""text"":""2021"",""labels"":[""DATE""]}]",53.808,Alibaba expanded into markets in Europe and Africa during 2021.,2026-04-20T14:57:25.835378Z,
258,1,2026-04-20T14:57:49.393289Z,258,"[{""start"":4,""end"":29,""text"":""World Health Organization"",""labels"":[""ORGANIZATION""]},{""start"":53,""end"":59,""text"":""Geneva"",""labels"":[""LOCATION""]},{""start"":60,""end"":69,""text"":""last week"",""labels"":[""DATE""]}]",20.082,The World Health Organization issued guidelines from Geneva last week.,2026-04-20T14:57:49.393289Z,
259,1,2026-04-20T14:58:19.446920Z,259,"[{""start"":0,""end"":15,""text"":""Mark Zuckerberg"",""labels"":[""PERSON""]},{""start"":30,""end"":40,""text"":""California"",""labels"":[""LOCATION""]},{""start"":44,""end"":53,""text"":""Indonesia"",""labels"":[""LOCATION""]},{""start"":61,""end"":68,""text"":""morning"",""labels"":[""TIME""]}]",26.864,Mark Zuckerberg traveled from California to Indonesia in the morning.,2026-04-20T14:58:19.446920Z,
260,1,2026-04-20T14:58:54.798152Z,260,"[{""start"":0,""end"":12,""text"":""Lionel Messi"",""labels"":[""PERSON""]},{""start"":23,""end"":28,""text"":""Miami"",""labels"":[""LOCATION""]},{""start"":47,""end"":56,""text"":""Argentina"",""labels"":[""LOCATION""]},{""start"":60,""end"":68,""text"":""December"",""labels"":[""DATE""]}]",31.056,Lionel Messi played in Miami before heading to Argentina in December.,2026-04-20T14:58:54.798152Z,
261,1,2026-04-20T14:59:27.449828Z,261,"[{""start"":4,""end"":18,""text"":""European Union"",""labels"":[""ORGANIZATION""]},{""start"":26,""end"":34,""text"":""Brussels"",""labels"":[""LOCATION""]},{""start"":65,""end"":72,""text"":""Germany"",""labels"":[""LOCATION""]},{""start"":77,""end"":83,""text"":""France"",""labels"":[""LOCATION""]}]",29.349,The European Union met in Brussels to discuss policies affecting Germany and France.,2026-04-20T14:59:27.449828Z,
262,1,2026-04-20T14:59:51.336081Z,262,"[{""start"":0,""end"":10,""text"":""Jeff Bezos"",""labels"":[""PERSON""]},{""start"":40,""end"":46,""text"":""Berlin"",""labels"":[""LOCATION""]},{""start"":66,""end"":72,""text"":""Amazon"",""labels"":[""ORGANIZATION""]}]",20.026,Jeff Bezos attended a business forum in Berlin where leaders from Amazon were present.,2026-04-20T14:59:51.336081Z,
263,1,2026-04-20T15:00:24.851847Z,263,"[{""start"":0,""end"":5,""text"":""Apple"",""labels"":[""ORGANIZATION""]},{""start"":31,""end"":41,""text"":""California"",""labels"":[""LOCATION""]},{""start"":66,""end"":75,""text"":""September"",""labels"":[""DATE""]}]",27.119,Apple revealed new products in California during an event held in September.,2026-04-20T15:00:24.851847Z,
264,1,2026-04-20T15:00:57.464004Z,264,"[{""start"":0,""end"":10,""text"":""Bill Gates"",""labels"":[""PERSON""]},{""start"":32,""end"":38,""text"":""Uganda"",""labels"":[""LOCATION""]},{""start"":43,""end"":48,""text"":""Kenya"",""labels"":[""LOCATION""]},{""start"":57,""end"":67,""text"":""this month"",""labels"":[""DATE""]}]",26.42,Bill Gates visited hospitals in Uganda and Kenya earlier this month.,2026-04-20T15:00:57.464004Z,
265,1,2026-04-20T15:01:27.987593Z,265,"[{""start"":0,""end"":8,""text"":""Facebook"",""labels"":[""ORGANIZATION""]},{""start"":27,""end"":36,""text"":""Microsoft"",""labels"":[""ORGANIZATION""]},{""start"":62,""end"":67,""text"":""India"",""labels"":[""LOCATION""]},{""start"":71,""end"":75,""text"":""2022"",""labels"":[""DATE""]}]",26.951,Facebook collaborated with Microsoft on a project launched in India in 2022.,2026-04-20T15:01:27.987593Z,
266,1,2026-04-20T15:01:55.149408Z,266,"[{""start"":4,""end"":17,""text"":""African Union"",""labels"":[""ORGANIZATION""]},{""start"":38,""end"":46,""text"":""Ethiopia"",""labels"":[""LOCATION""]},{""start"":70,""end"":75,""text"":""Sudan"",""labels"":[""LOCATION""]},{""start"":80,""end"":85,""text"":""Egypt"",""labels"":[""LOCATION""]}]",23.65,The African Union held discussions in Ethiopia involving leaders from Sudan and Egypt.,2026-04-20T15:01:55.149408Z,
267,1,2026-04-20T15:02:44.277908Z,267,"[{""start"":0,""end"":17,""text"":""Cristiano Ronaldo"",""labels"":[""PERSON""]},{""start"":22,""end"":34,""text"":""Lionel Messi"",""labels"":[""PERSON""]},{""start"":66,""end"":71,""text"":""Paris"",""labels"":[""LOCATION""]},{""start"":75,""end"":79,""text"":""8 PM"",""labels"":[""TIME""]}]",43.951,Cristiano Ronaldo and Lionel Messi attended an awards ceremony in Paris at 8 PM.,2026-04-20T15:02:44.277908Z,
268,1,2026-04-20T15:03:19.713691Z,268,"[{""start"":0,""end"":6,""text"":""Google"",""labels"":[""ORGANIZATION""]},{""start"":11,""end"":14,""text"":""IBM"",""labels"":[""ORGANIZATION""]},{""start"":51,""end"":59,""text"":""New York"",""labels"":[""LOCATION""]},{""start"":63,""end"":70,""text"":""April 5"",""labels"":[""DATE""]}]",32.029,Google and IBM partnered on a project announced in New York on April 5.,2026-04-20T15:03:19.713691Z,
269,1,2026-04-20T15:03:41.646504Z,269,"[{""start"":0,""end"":13,""text"":""Angela Merkel"",""labels"":[""PERSON""]},{""start"":31,""end"":37,""text"":""Berlin"",""labels"":[""LOCATION""]},{""start"":70,""end"":84,""text"":""United Nations"",""labels"":[""ORGANIZATION""]}]",19.086,Angela Merkel gave a speech in Berlin during a summit attended by the United Nations.,2026-04-20T15:03:41.646504Z,
270,1,2026-04-20T15:04:14.879847Z,270,"[{""start"":4,""end"":14,""text"":""World Bank"",""labels"":[""ORGANIZATION""]},{""start"":19,""end"":46,""text"":""International Monetary Fund"",""labels"":[""ORGANIZATION""]},{""start"":54,""end"":64,""text"":""Washington"",""labels"":[""LOCATION""]},{""start"":68,""end"":78,""text"":""October 10"",""labels"":[""DATE""]}]",30.387,The World Bank and International Monetary Fund met in Washington on October 10.,2026-04-20T15:04:14.879847Z,
301,1,2026-04-21T08:18:53.231493Z,301,"[{""start"":31,""end"":41,""text"":""Washington"",""labels"":[""LOCATION""]},{""start"":45,""end"":51,""text"":""Monday"",""labels"":[""DATE""]}]",17.921,The president met officials in Washington on Monday.,2026-04-21T08:18:53.231493Z,
302,1,2026-04-21T08:19:08.362802Z,302,"[{""start"":0,""end"":5,""text"":""Apple"",""labels"":[""ORGANIZATION""]}]",10.678,Apple announced new features during its annual event.,2026-04-21T08:19:08.362802Z,
303,1,2026-04-21T08:19:33.237044Z,303,"[{""start"":49,""end"":54,""text"":""Texas"",""labels"":[""LOCATION""]}]",19.83,Musk spoke about future plans at a conference in Texas.,2026-04-21T08:19:33.237044Z,
304,1,2026-04-21T08:19:51.665980Z,304,"[{""start"":18,""end"":23,""text"":""Kenya"",""labels"":[""LOCATION""]},{""start"":48,""end"":57,""text"":""last year"",""labels"":[""DATE""]}]",14.569,The government of Kenya introduced new policies last year.,2026-04-21T08:19:51.665980Z,
305,1,2026-04-21T08:20:09.615778Z,305,"[{""start"":0,""end"":6,""text"":""Amazon"",""labels"":[""ORGANIZATION""]},{""start"":21,""end"":29,""text"":""New York"",""labels"":[""LOCATION""]}]",14.804,Amazon’s CEO visited New York recently.,2026-04-21T08:20:09.615778Z,
306,1,2026-04-21T08:20:21.967180Z,306,"[{""start"":21,""end"":33,""text"":""South Africa"",""labels"":[""LOCATION""]}]",9.246,The team traveled to South Africa for a tournament.,2026-04-21T08:20:21.967180Z,
307,1,2026-04-21T08:20:38.772963Z,307,"[{""start"":0,""end"":6,""text"":""Google"",""labels"":[""ORGANIZATION""]},{""start"":40,""end"":46,""text"":""Europe"",""labels"":[""LOCATION""]}]",13.98,Google opened a new office somewhere in Europe.,2026-04-21T08:20:38.772963Z,
308,1,2026-04-21T08:21:06.587316Z,308,"[{""start"":35,""end"":39,""text"":""Asia"",""labels"":[""LOCATION""]},{""start"":40,""end"":49,""text"":""this year"",""labels"":[""DATE""]}]",24.292,The company expanded operations in Asia this year.,2026-04-21T08:21:06.587316Z,
309,1,2026-04-21T08:21:48.510936Z,309,"[{""start"":27,""end"":32,""text"":""Paris"",""labels"":[""LOCATION""]},{""start"":36,""end"":43,""text"":""Tuesday"",""labels"":[""DATE""]}]",34.056,Barack met with leaders in Paris on Tuesday.,2026-04-21T08:21:48.510936Z,
310,1,2026-04-21T08:22:21.549319Z,310,"[{""start"":0,""end"":9,""text"":""Microsoft"",""labels"":[""ORGANIZATION""]},{""start"":38,""end"":52,""text"":""Silicon Valley"",""labels"":[""LOCATION""]}]",28.905,Microsoft partnered with a startup in Silicon Valley.,2026-04-21T08:22:21.550316Z,
311,1,2026-04-21T08:22:39.159414Z,311,"[{""start"":18,""end"":24,""text"":""Oxford"",""labels"":[""LOCATION""]},{""start"":43,""end"":47,""text"":""June"",""labels"":[""DATE""]}]",14.506,The university in Oxford held a seminar in June.,2026-04-21T08:22:39.159414Z,
312,1,2026-04-21T08:23:00.201140Z,312,"[{""start"":0,""end"":5,""text"":""Tesla"",""labels"":[""ORGANIZATION""]}]",15.909,Tesla reported earnings at the end of the year.,2026-04-21T08:23:00.202138Z,
313,1,2026-04-21T08:23:22.273718Z,313,"[{""start"":0,""end"":8,""text"":""Facebook"",""labels"":[""ORGANIZATION""]},{""start"":39,""end"":49,""text"":""California"",""labels"":[""LOCATION""]}]",18.422,Facebook’s headquarters are located in California.,2026-04-21T08:23:22.273718Z,
314,1,2026-04-21T08:23:39.256470Z,314,"[{""start"":38,""end"":46,""text"":""Tanzania"",""labels"":[""LOCATION""]},{""start"":47,""end"":56,""text"":""last week"",""labels"":[""DATE""]}]",13.677,The minister visited hospitals across Tanzania last week.,2026-04-21T08:23:39.256470Z,
315,1,2026-04-21T08:23:57.317165Z,315,"[{""start"":0,""end"":3,""text"":""IBM"",""labels"":[""ORGANIZATION""]},{""start"":37,""end"":44,""text"":""Germany"",""labels"":[""LOCATION""]}]",14.548,IBM collaborated with researchers in Germany.,2026-04-21T08:23:57.317165Z,
316,1,2026-04-21T08:24:06.018742Z,316,O,5.781,The organization held meetings in multiple cities.,2026-04-21T08:24:06.018742Z,
317,1,2026-04-21T08:24:20.500105Z,317,"[{""start"":28,""end"":34,""text"":""Berlin"",""labels"":[""LOCATION""]}]",11.009,Angela spoke at an event in Berlin.,2026-04-21T08:24:20.501103Z,
318,1,2026-04-21T08:24:48.841698Z,318,"[{""start"":4,""end"":13,""text"":""Red Cross"",""labels"":[""ORGANIZATION""]},{""start"":53,""end"":58,""text"":""Sudan"",""labels"":[""LOCATION""]}]",21.203,The Red Cross team provided aid during the crisis in Sudan.,2026-04-21T08:24:48.841698Z,
319,1,2026-04-21T08:25:12.376331Z,319,"[{""start"":0,""end"":7,""text"":""Samsung"",""labels"":[""ORGANIZATION""]}]",20.169,Samsung plans to launch a product soon.,2026-04-21T08:25:12.376331Z,
320,1,2026-04-21T08:25:36.473641Z,320,"[{""start"":11,""end"":16,""text"":""Apple"",""labels"":[""ORGANIZATION""]},{""start"":25,""end"":30,""text"":""China"",""labels"":[""LOCATION""]},{""start"":34,""end"":39,""text"":""March"",""labels"":[""DATE""]}]",21.032,The CEO of Apple visited China in March.,2026-04-21T08:25:36.473641Z,
321,1,2026-04-21T08:25:56.729916Z,321,"[{""start"":17,""end"":31,""text"":""United Nations"",""labels"":[""ORGANIZATION""]},{""start"":49,""end"":55,""text"":""Geneva"",""labels"":[""LOCATION""]}]",17.124,Leaders from the United Nations met officials in Geneva.,2026-04-21T08:25:56.730913Z,
322,1,2026-04-21T08:26:11.209413Z,322,"[{""start"":33,""end"":46,""text"":""New York City"",""labels"":[""LOCATION""]}]",11.567,The company held a conference in New York City.,2026-04-21T08:26:11.210410Z,
323,1,2026-04-21T08:26:27.185857Z,323,"[{""start"":35,""end"":41,""text"":""Madrid"",""labels"":[""LOCATION""]}]",13.018,Cristiano scored during a match in Madrid.,2026-04-21T08:26:27.186865Z,
324,1,2026-04-21T08:26:44.529981Z,324,"[{""start"":4,""end"":18,""text"":""European Union"",""labels"":[""ORGANIZATION""]}]",14.3,The European Union announced changes recently.,2026-04-21T08:26:44.529981Z,
325,1,2026-04-21T08:26:56.801689Z,325,"[{""start"":36,""end"":44,""text"":""Shanghai"",""labels"":[""LOCATION""]}]",9.326,Jack attended a business meeting in Shanghai.,2026-04-21T08:26:56.801689Z,
326,1,2026-04-21T08:27:19.489111Z,326,"[{""start"":4,""end"":14,""text"":""World Bank"",""labels"":[""ORGANIZATION""]},{""start"":40,""end"":46,""text"":""Africa"",""labels"":[""LOCATION""]}]",19.153,The World Bank group funded projects in Africa.,2026-04-21T08:27:19.489111Z,
327,1,2026-04-21T08:27:35.140759Z,327,"[{""start"":30,""end"":43,""text"":""San Francisco"",""labels"":[""LOCATION""]}]",10.313,Mark spoke at a conference in San Francisco.,2026-04-21T08:27:35.140759Z,
328,1,2026-04-21T08:27:48.314200Z,328,"[{""start"":4,""end"":31,""text"":""International Monetary Fund"",""labels"":[""ORGANIZATION""]}]",9.504,The International Monetary Fund released a report.,2026-04-21T08:27:48.314200Z,
329,1,2026-04-21T08:28:00.166363Z,329,"[{""start"":23,""end"":30,""text"":""Chicago"",""labels"":[""LOCATION""]}]",9.144,Oprah hosted a show in Chicago.,2026-04-21T08:28:00.166363Z,
330,1,2026-04-21T08:28:29.299358Z,330,"[{""start"":4,""end"":17,""text"":""African Union"",""labels"":[""ORGANIZATION""]},{""start"":33,""end"":41,""text"":""Ethiopia"",""labels"":[""LOCATION""]},{""start"":42,""end"":52,""text"":""last month"",""labels"":[""DATE""]}]",25.948,The African Union leaders met in Ethiopia last month.,2026-04-21T08:28:29.299358Z,
